Intra-classXmlRpcWorkflowManagerClient;XmlRpcWorkflowManagerClient;[Brain Method -> XmlRpcWorkflowManagerClient.main, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowsByEvent, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowInstances, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflows, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowInstancesByStatus, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstanceById, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstancesByStatus, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflows, Feature Envy -> XmlRpcWorkflowManagerClient.getTaskById, Feature Envy -> XmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.updateMetadataForWorkflow, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowById, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.getConditionById, Feature Envy -> XmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.sendEvent, Feature Envy -> XmlRpcWorkflowManagerClient.getFirstPage, Feature Envy -> XmlRpcWorkflowManagerClient.getLastPage, Feature Envy -> XmlRpcWorkflowManagerClient.updateWorkflowInstance, Feature Envy -> XmlRpcWorkflowManagerClient.getPrevPage, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowsByEvent, Feature Envy -> XmlRpcWorkflowManagerClient.getNextPage, Intensive Coupling -> XmlRpcWorkflowManagerClient.main]
Intra-classDataSourceWorkflowInstanceRepository;DataSourceWorkflowInstanceRepository;[Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceById, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstances, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstances, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstance, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.paginateWorkflows, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addMetadataValue, Feature Envy -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata, Intensive Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstance, Intensive Coupling -> DataSourceWorkflowInstanceRepository.updateWorkflowInstance, Refused Parent Bequest -> DataSourceWorkflowInstanceRepository, Tradition Breaker -> DataSourceWorkflowInstanceRepository]
Intra-classWorkflowCondition;WorkflowCondition;[Shotgun Surgery -> WorkflowCondition.getConditionId, Shotgun Surgery -> WorkflowCondition.getConditionName, Shotgun Surgery -> WorkflowCondition.getConditionInstanceClassName]
Intra-classXmlStructFactory;XmlStructFactory;[Dispersed Coupling -> XmlStructFactory.getConfiguration, Feature Envy -> XmlStructFactory.getRequiredMetFields, Feature Envy -> XmlStructFactory.getConfiguration, Feature Envy -> XmlStructFactory.getWorkflowCondition, Feature Envy -> XmlStructFactory.getSimpleElementText, Intensive Coupling -> XmlStructFactory.getWorkflowTask, Intensive Coupling -> XmlStructFactory.getWorkflow]
Intra-classXmlRpcStructFactory;XmlRpcStructFactory;[Feature Envy -> XmlRpcStructFactory.getXmlRpcWorkflowCondition, Feature Envy -> XmlRpcStructFactory.getXmlRpcWorkflowInstancePage, Feature Envy -> XmlRpcStructFactory.getWorkflowTaskFromXmlRpc, Feature Envy -> XmlRpcStructFactory.getWorkflowInstanceFromXmlRpc, Feature Envy -> XmlRpcStructFactory.getXmlRpcWorkflowInstance, Feature Envy -> XmlRpcStructFactory.getWorkflowInstancePageFromXmlRpc, Feature Envy -> XmlRpcStructFactory.getXmlRpcWorkflowTask, Feature Envy -> XmlRpcStructFactory.getWorkflowConditionFromXmlRpc, Feature Envy -> XmlRpcStructFactory.getXmlRpcWorkflow, Feature Envy -> XmlRpcStructFactory.getXmlRpcWorkflowTaskConfiguration, Feature Envy -> XmlRpcStructFactory.getWorkflowFromXmlRpc]
Intra-classTestWorkflowRepository;TestWorkflowRepository;[Dispersed Coupling -> TestWorkflowRepository.testMultipleConditions, Feature Envy -> TestWorkflowRepository.validateTaskCondition, Feature Envy -> TestWorkflowRepository.validateBackwardsWorkflow, Feature Envy -> TestWorkflowRepository.validateBackwardsWorkflowTasks, Feature Envy -> TestWorkflowRepository.validateTaskConfiguration, Feature Envy -> TestWorkflowRepository.testGetWorkflowsForEvent]
Intra-classThreadPoolWorkflowEngine;ThreadPoolWorkflowEngine;[Feature Envy -> ThreadPoolWorkflowEngine.resumeWorkflowInstance, Feature Envy -> ThreadPoolWorkflowEngine.persistWorkflowInstance, Feature Envy -> ThreadPoolWorkflowEngine.getWallClockMinutes, God Class -> ThreadPoolWorkflowEngine]
Intra-classIterativeWorkflowProcessorThread;IterativeWorkflowProcessorThread;[Brain Method -> IterativeWorkflowProcessorThread.run, Dispersed Coupling -> IterativeWorkflowProcessorThread.satisfied, Dispersed Coupling -> IterativeWorkflowProcessorThread.getTaskNameById, Dispersed Coupling -> IterativeWorkflowProcessorThread.checkTaskRequiredMetadata, Feature Envy -> IterativeWorkflowProcessorThread.executeTaskLocally, Feature Envy -> IterativeWorkflowProcessorThread.checkTaskRequiredMetadata, God Class -> IterativeWorkflowProcessorThread, Intensive Coupling -> IterativeWorkflowProcessorThread.run]
Intra-componentFeature Envyorg.apache.oodt.cas.workflow.repository;Feature Envy -> org.apache.oodt.cas.workflow.repository;[Feature Envy -> TestWorkflowRepository.validateTaskCondition, Feature Envy -> TestWorkflowRepository.validateBackwardsWorkflow, Feature Envy -> TestWorkflowRepository.validateBackwardsWorkflowTasks, Feature Envy -> TestWorkflowRepository.validateTaskConfiguration, Feature Envy -> TestWorkflowRepository.testGetWorkflowsForEvent]
Intra-componentDispersed Couplingorg.apache.oodt.cas.workflow.instrepo;Dispersed Coupling -> org.apache.oodt.cas.workflow.instrepo;[Dispersed Coupling -> WorkflowInstanceMetadataReader.parseMetMapFile, Dispersed Coupling -> MemoryWorkflowInstanceRepository.getWorkflowInstancesByStatus, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addInstanceMetadataToDoc, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstanceMetadata, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addConditionsToDoc, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceById, Dispersed Coupling -> MemoryWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstances, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstanceMetadata, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstances, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getWorkflowInstancesByStatus, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.getNumWorkflowInstancesByStatus, Dispersed Coupling -> LuceneWorkflowInstanceRepository.addTasksToDoc, Dispersed Coupling -> LuceneWorkflowInstanceRepository.paginateWorkflows, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.removeWorkflowInstance, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.paginateWorkflows, Dispersed Coupling -> DataSourceWorkflowInstanceRepository.addMetadataValue]
Intra-componentGod Classorg.apache.oodt.cas.workflow.engine;God Class -> org.apache.oodt.cas.workflow.engine;[God Class -> NonBlockingThreadPoolWorkflowEngine, God Class -> ThreadPoolWorkflowEngine, God Class -> NonBlockingIterativeWorkflowProcessorThread, God Class -> IterativeWorkflowProcessorThread]
Intra-componentFeature Envyorg.apache.oodt.cas.workflow.examples;Feature Envy -> org.apache.oodt.cas.workflow.examples;[Feature Envy -> RandomStatusUpdateTask.run, Feature Envy -> LongTask.run, Feature Envy -> LongCondition.evaluate, Feature Envy -> NumIncrementTask.run]
Intra-componentIntensive Couplingorg.apache.oodt.cas.workflow.instrepo;Intensive Coupling -> org.apache.oodt.cas.workflow.instrepo;[Intensive Coupling -> TestLuceneWorkflowInstanceRepository.testUpdateDocumentAndPreserveId, Intensive Coupling -> TestLuceneWorkflowInstanceRepository.TestLuceneWorkflowInstanceRepository]
Intra-componentIntensive Couplingorg.apache.oodt.cas.workflow.instrepo;Intensive Coupling -> org.apache.oodt.cas.workflow.instrepo;[Intensive Coupling -> AbstractPaginatibleInstanceRepository.getPagedWorkflows, Intensive Coupling -> LuceneWorkflowInstanceRepository.toWorkflowInstance, Intensive Coupling -> DataSourceWorkflowInstanceRepository.addWorkflowInstance, Intensive Coupling -> DataSourceWorkflowInstanceRepository.updateWorkflowInstance]
Intra-componentFeature Envyorg.apache.oodt.cas.workflow.engine;Feature Envy -> org.apache.oodt.cas.workflow.engine;[Feature Envy -> ThreadPoolWorkflowEngine.resumeWorkflowInstance, Feature Envy -> NonBlockingThreadPoolWorkflowEngine.getWallClockMinutes, Feature Envy -> ThreadPoolWorkflowEngine.persistWorkflowInstance, Feature Envy -> NonBlockingThreadPoolWorkflowEngine.persistWorkflowInstance, Feature Envy -> NonBlockingThreadPoolWorkflowEngine.resumeWorkflowInstance, Feature Envy -> IterativeWorkflowProcessorThread.executeTaskLocally, Feature Envy -> IterativeWorkflowProcessorThread.checkTaskRequiredMetadata, Feature Envy -> ThreadPoolWorkflowEngine.getWallClockMinutes, Feature Envy -> NonBlockingIterativeWorkflowProcessorThread.executeTaskLocally, Feature Envy -> NonBlockingShepardThread.checkTaskRequiredMetadata, Feature Envy -> NonBlockingThreadPoolWorkflowEngine.NonBlockingThreadPoolWorkflowEngine, Feature Envy -> NonBlockingThreadPoolWorkflowEngine.checkTaskRequiredMetadata]
Intra-componentBrain Methodorg.apache.oodt.cas.workflow.engine;Brain Method -> org.apache.oodt.cas.workflow.engine;[Brain Method -> IterativeWorkflowProcessorThread.run, Brain Method -> NonBlockingIterativeWorkflowProcessorThread.run]
Intra-componentDispersed Couplingorg.apache.oodt.cas.workflow.engine;Dispersed Coupling -> org.apache.oodt.cas.workflow.engine;[Dispersed Coupling -> IterativeWorkflowProcessorThread.satisfied, Dispersed Coupling -> NonBlockingShepardThread.satisfied, Dispersed Coupling -> NonBlockingIterativeWorkflowProcessorThread.satisfied, Dispersed Coupling -> NonBlockingShepardThread.checkTaskRequiredMetadata, Dispersed Coupling -> IterativeWorkflowProcessorThread.getTaskNameById, Dispersed Coupling -> NonBlockingThreadPoolWorkflowEngine.satisfied, Dispersed Coupling -> NonBlockingIterativeWorkflowProcessorThread.getTaskNameById, Dispersed Coupling -> IterativeWorkflowProcessorThread.checkTaskRequiredMetadata, Dispersed Coupling -> NonBlockingIterativeWorkflowProcessorThread.run, Dispersed Coupling -> NonBlockingThreadPoolWorkflowEngine.checkTaskRequiredMetadata]
Intra-componentFeature Envyorg.apache.oodt.cas.workflow.instrepo;Feature Envy -> org.apache.oodt.cas.workflow.instrepo;[Feature Envy -> DataSourceWorkflowInstanceRepository.addWorkflowInstanceMetadata, Feature Envy -> MemoryWorkflowInstanceRepository.paginateWorkflows, Feature Envy -> LuceneWorkflowInstanceRepository.getWorkflowInstanceById, Feature Envy -> WorkflowInstanceMetadataReader.readFields]
Intra-componentFeature Envyorg.apache.oodt.cas.workflow.system;Feature Envy -> org.apache.oodt.cas.workflow.system;[Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstanceById, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstancesByStatus, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflows, Feature Envy -> XmlRpcWorkflowManagerClient.getTaskById, Feature Envy -> XmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.updateMetadataForWorkflow, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowById, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.paginateWorkflowInstances, Feature Envy -> XmlRpcWorkflowManagerClient.getConditionById, Feature Envy -> XmlRpcWorkflowManagerClient.sendEvent, Feature Envy -> XmlRpcWorkflowManager.populateWorkflows, Feature Envy -> XmlRpcWorkflowManagerClient.getFirstPage, Feature Envy -> XmlRpcWorkflowManagerClient.getLastPage, Feature Envy -> XmlRpcWorkflowManagerClient.updateWorkflowInstance, Feature Envy -> XmlRpcWorkflowManagerClient.getPrevPage, Feature Envy -> XmlRpcWorkflowManagerClient.getWorkflowsByEvent, Feature Envy -> XmlRpcWorkflowManagerClient.getNextPage]
Intra-componentTradition Breakerorg.apache.oodt.cas.workflow.instrepo;Tradition Breaker -> org.apache.oodt.cas.workflow.instrepo;[Tradition Breaker -> DataSourceWorkflowInstanceRepository, Tradition Breaker -> LuceneWorkflowInstanceRepository]
Intra-componentDispersed Couplingorg.apache.oodt.cas.workflow.system;Dispersed Coupling -> org.apache.oodt.cas.workflow.system;[Dispersed Coupling -> XmlRpcWorkflowManager.getWorkflows, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflows, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowsByEvent, Dispersed Coupling -> XmlRpcWorkflowManager.handleEvent, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowInstances, Dispersed Coupling -> XmlRpcWorkflowManager.getWorkflowsByEvent, Dispersed Coupling -> XmlRpcWorkflowManagerClient.getWorkflowInstancesByStatus, Dispersed Coupling -> XmlRpcWorkflowManager.getWorkflowInstances, Dispersed Coupling -> XmlRpcWorkflowManager.getWorkflowInstancesByStatus]
